# x_m,y_m
139.36129032258063,3.351225806451612
139.96774193548384,4.00948387096774
140.41290322580645,4.498645161290322
140.85806451612902,4.987677419354838
141.30967741935484,5.476580645161289
141.75483870967741,5.9652903225806435
142.2,6.453548387096773
142.64516129032256,6.941935483870967
143.09032258064514,7.429677419354837
143.53548387096774,7.9167741935483855
143.9806451612903,8.403870967741934
144.42580645161289,8.89032258064516
144.8709677419355,9.376129032258063
145.31612903225806,9.861935483870965
145.7548387096774,10.346451612903223
146.2,10.830967741935483
146.63870967741934,11.314838709677419
147.08387096774192,11.798064516129031
147.52258064516127,12.280645161290321
147.96774193548387,12.763225806451613
148.4064516129032,13.244516129032258
148.84516129032258,13.725806451612902
149.2838709677419,14.207096774193548
149.7225806451613,14.687096774193549
150.16129032258064,15.16709677419355
150.6,15.646451612903224
151.03870967741935,16.125806451612902
151.4774193548387,16.604516129032255
151.90967741935484,17.08258064516129
152.34838709677416,17.56064516129032
152.78709677419351,18.038709677419355
153.2258064516129,18.516129032258064
153.65806451612903,18.993548387096777
154.09677419354838,19.470967741935482
154.52903225806452,19.94774193548387
154.96774193548384,20.42516129032258
155.40645161290323,20.901290322580643
155.83870967741936,21.378064516129033
156.27741935483868,21.854193548387098
156.70967741935485,22.33096774193549
157.14838709677417,22.807096774193546
157.5806451612903,23.282580645161293
158.0193548387097,23.758709677419354
158.4516129032258,24.234193548387097
158.89032258064515,24.709677419354836
159.32258064516128,25.18516129032258
159.76129032258063,25.660645161290322
160.2,26.13612903225806
160.63225806451612,26.61096774193549
161.07096774193545,27.0858064516129
161.50967741935483,27.560645161290317
161.94193548387096,28.034838709677416
162.38064516129032,28.509032258064515
162.81935483870967,28.98322580645161
163.25161290322578,29.457419354838706
163.69032258064513,29.930967741935483
164.1290322580645,30.40451612903226
164.56774193548387,30.87806451612903
165.0,31.351612903225806
165.43870967741933,31.824516129032258
165.8774193548387,32.29741935483871
166.31612903225806,32.77032258064516
166.75483870967741,33.24322580645161
167.19354838709677,33.71612903225806
167.6322580645161,34.189032258064515
168.06451612903223,34.66129032258065
168.5032258064516,35.13354838709677
168.94193548387096,35.60645161290322
169.38064516129035,36.07870967741936
169.8193548387097,36.5516129032258
170.258064516129,37.023870967741935
170.69677419354838,37.49677419354839
171.13548387096773,37.96967741935484
171.5741935483871,38.442580645161286
172.01290322580647,38.91548387096774
172.4516129032258,39.38838709677419
172.89032258064515,39.861935483870965
173.32258064516128,40.33483870967741
173.76129032258063,40.808387096774176
174.19999999999996,41.28193548387097
174.63870967741934,41.75612903225806
175.0774193548387,42.22967741935484
175.51612903225805,42.703870967741935
175.95483870967743,43.17806451612904
176.39354838709679,43.652258064516126
176.83225806451608,44.12709677419355
177.27096774193546,44.601290322580645
177.70967741935482,45.07612903225806
178.1483870967742,45.55032258064516
178.58709677419355,46.02516129032258
179.02580645161288,46.5
179.47096774193548,46.97419354838709
179.90967741935484,47.44903225806451
180.3483870967742,47.92322580645161
180.7870967741936,48.3974193548387
181.22580645161287,48.87096774193548
181.67096774193544,49.34516129032258
182.10967741935482,49.818709677419356
182.54838709677418,50.291612903225804
182.99354838709675,50.76451612903225
183.43225806451616,51.237419354838714
183.87741935483874,51.70967741935483
184.32258064516125,52.181290322580644
184.76129032258063,52.652258064516126
185.2064516129032,53.12258064516129
185.65161290322584,53.59290322580645
186.09677419354838,54.06258064516128
186.54193548387093,54.531612903225806
186.98709677419353,54.99935483870967
187.4322580645161,55.46709677419355
187.87741935483868,55.93354838709677
188.32258064516128,56.39999999999999
188.7741935483871,56.86516129032258
189.21935483870968,57.32967741935484
189.67096774193553,57.79290322580644
190.11612903225804,58.25548387096775
190.56774193548384,58.717419354838704
191.01935483870966,59.178709677419356
191.47096774193543,59.638709677419364
191.9225806451613,60.097419354838706
192.3741935483871,60.55548387096774
192.8322580645161,61.01290322580644
193.28387096774193,61.469032258064516
193.74193548387098,61.92387096774193
194.20000000000002,62.378064516129044
194.658064516129,62.83096774193549
195.11612903225804,63.28322580645161
195.57419354838706,63.7341935483871
196.03870967741935,64.18387096774192
196.50322580645158,64.63225806451614
196.96129032258065,65.07741935483871
197.42580645161286,65.5290322580645
197.89032258064515,65.97419354838709
198.36129032258063,66.41290322580645
198.82580645161286,66.85806451612902
199.29677419354837,67.30322580645161
199.76129032258063,67.74193548387096
200.23225806451615,68.18064516129031
200.70967741935485,68.61935483870968
201.1806451612903,69.05806451612904
201.65161290322578,69.49032258064516
202.12903225806457,69.92903225806451
202.60645161290321,70.36129032258064
203.08387096774192,70.79354838709678
203.56129032258062,71.2258064516129
204.03870967741938,71.65806451612903
204.51612903225808,72.08387096774193
205.0,72.51612903225808
205.48387096774192,72.94193548387095
205.96129032258062,73.36774193548386
206.44516129032255,73.78709677419354
206.93548387096774,74.21290322580643
207.41935483870967,74.63870967741936
207.9032258064516,75.05806451612904
208.3935483870968,75.47741935483872
208.8838709677419,75.89677419354838
209.374193548387,76.31612903225806
209.86451612903227,76.7290322580645
210.3548387096774,77.14838709677419
210.84516129032258,77.56129032258063
211.34193548387094,77.97419354838709
211.83225806451608,78.38709677419355
212.32903225806453,78.8
212.8258064516129,79.21290322580643
213.32258064516128,79.61935483870967
213.81935483870967,80.02580645161291
214.32258064516125,80.43870967741935
214.81935483870964,80.84516129032257
215.32258064516128,81.2516129032258
215.81935483870967,81.65161290322581
216.32258064516128,82.05806451612902
216.82580645161286,82.45806451612903
217.32903225806453,82.86451612903225
217.8322580645161,83.26451612903224
218.34193548387097,83.66451612903226
218.84516129032255,84.06451612903227
219.35483870967738,84.45806451612903
219.85806451612905,84.85806451612903
220.36774193548385,85.25161290322579
220.8774193548387,85.64516129032258
221.3870967741935,86.04516129032258
221.8967741935484,86.43225806451612
222.41290322580647,86.8258064516129
222.92258064516128,87.21935483870968
223.43870967741935,87.60645161290321
223.94838709677418,88.0
224.46451612903226,88.38709677419354
224.98064516129028,88.77419354838709
225.49677419354836,89.15483870967742
226.01290322580647,89.54193548387096
226.5290322580645,89.92903225806451
227.05161290322582,90.30967741935481
227.56774193548387,90.69032258064514
228.09032258064514,91.07096774193548
228.60645161290321,91.4516129032258
229.12903225806448,91.83225806451613
229.65161290322578,92.20645161290322
230.17419354838708,92.58709677419354
230.69677419354838,92.96129032258065
231.21935483870965,93.33548387096772
231.74838709677417,93.70967741935483
232.27096774193546,94.08387096774194
232.8,94.45161290322581
233.32258064516128,94.82580645161289
233.85161290322586,95.19354838709677
234.38064516129035,95.56129032258065
234.90967741935484,95.9290322580645
235.43870967741933,96.29677419354837
235.96774193548387,96.66451612903226
236.50322580645158,97.02580645161288
237.03225806451613,97.39354838709677
237.56774193548387,97.75483870967741
238.0967741935484,98.11612903225807
238.63225806451612,98.47741935483872
239.16774193548383,98.83870967741935
239.70322580645163,99.19354838709677
240.23870967741934,99.54838709677419
240.78064516129032,99.90967741935486
241.31612903225806,100.26451612903224
241.858064516129,100.61290322580643
242.39999999999998,100.96774193548387
242.93548387096777,101.31612903225805
243.4774193548387,101.66451612903226
244.02580645161285,102.01290322580644
244.56774193548387,102.36129032258064
245.10967741935482,102.70967741935482
245.65806451612903,103.0516129032258
246.2,103.39354838709676
246.74838709677417,103.73548387096773
247.29677419354837,104.07741935483871
247.84516129032258,104.41290322580645
248.3935483870968,104.74838709677422
248.94838709677418,105.08387096774193
249.49677419354836,105.41935483870968
250.0516129032258,105.7548387096774
250.59999999999997,106.08387096774194
251.15483870967742,106.41935483870967
251.7096774193548,106.7483870967742
252.26451612903222,107.0774193548387
252.81935483870967,107.39999999999999
253.3741935483871,107.72903225806449
253.9290322580645,108.0516129032258
254.4838709677419,108.38064516129032
255.04516129032257,108.70322580645161
255.59999999999997,109.0258064516129
256.1612903225806,109.34838709677419
256.71612903225804,109.66451612903224
257.27741935483874,109.98709677419353
257.83870967741933,110.30967741935481
258.4,110.6258064516129
258.9548387096774,110.94193548387098
259.51612903225805,111.26451612903226
260.0774193548387,111.58064516129032
260.63870967741934,111.89677419354838
261.2,112.21290322580646
261.76129032258063,112.5290322580645
262.3290322580645,112.84516129032258
262.89032258064515,113.16129032258064
263.4516129032258,113.47741935483872
264.0129032258065,113.78709677419354
264.5741935483871,114.10322580645162
265.14193548387095,114.41935483870967
265.7032258064516,114.73548387096774
266.2709677419355,115.04516129032257
266.83225806451605,115.36129032258064
267.39354838709676,115.6774193548387
267.9612903225806,115.98709677419355
268.52258064516127,116.30322580645161
269.09032258064514,116.61935483870967
269.6516129032258,116.92903225806451
270.21935483870965,117.24516129032257
270.7806451612903,117.55483870967741
271.34838709677416,117.87096774193547
271.9096774193548,118.18709677419353
272.47741935483873,118.49677419354838
