# s_m, x_m, y_m, vx_mps
609.713762,111.3333195,3.422018,11.9778423
610.7132927,110.6404287,2.7017104,11.7310872
611.7128235,109.9467006,1.9821364,11.4778021
612.7123543,109.2521152,1.2633838,11.2198919
613.711885,108.5564643,0.5456699,10.9570052
614.7114158,107.8595073,-0.170776,10.6886397
615.7109465,107.1609437,-0.8856538,10.4176738
616.7104773,106.4597257,-1.5979205,10.1582275
617.710008,105.7524709,-2.304197,9.9186326
618.7095388,105.0341871,-2.9991724,9.7001261
619.7090696,104.299584,-3.6769018,9.5015619
620.7086003,103.5439852,-4.3309296,9.3236548
621.7081311,102.763635,-4.9541558,9.1548947
622.7076618,101.9562713,-5.5420228,8.9831029
623.7071926,101.1223676,-6.0928663,8.8039519
624.7067233,100.2635536,-6.6042924,8.6193719
625.7062541,99.3807342,-7.073017,8.4345884
626.7057849,98.4746662,-7.4948255,8.254154
627.7053156,97.5457332,-7.864077,8.0807092
628.7048464,96.5943375,-8.1739225,7.9138748
629.7043771,95.6238231,-8.4167934,7.7513723
630.7039079,94.6394825,-8.5860286,7.5920243
631.7034387,93.6437562,-8.6761191,7.4330326
632.7029694,92.6433007,-8.6812276,7.2766968
633.7025002,91.6489854,-8.5961702,7.1173476
634.7020309,90.6629659,-8.418197,6.9490545
635.7015617,89.698174,-8.1455137,6.8015981
636.7010924,88.7771923,-7.7687779,6.6970797
637.7006232,87.9133755,-7.2691225,6.6970797
638.700154,87.1522005,-6.6359307,6.6970797
639.6996847,86.5129895,-5.8768655,6.7027439
640.6992155,86.0011312,-5.0130608,6.7310817
641.6987462,85.6195168,-4.0859387,6.8056136
642.698277,85.355599,-3.1207312,6.9223423
643.6978077,85.1907576,-2.1353064,7.0851057
644.6973385,85.1062832,-1.1402885,7.2902342
645.6968693,85.0904322,-0.1414218,7.5082927
646.6964,85.1363133,0.8569909,7.7280611
647.6959308,85.2396968,1.8514899,7.9431825
648.6954615,85.3975274,2.8389046,8.1513784
649.6949923,85.6072751,3.8161933,8.3518344
650.694523,85.8669132,4.7813005,8.5443362
651.6940538,86.1748094,5.7325547,8.7292347
652.6935846,86.5294349,6.6677213,8.9059645
653.6931153,86.9291398,7.5845208,9.0758751
654.6926461,87.3724623,8.4798697,9.2357933
655.6921768,87.8568954,9.3530406,9.3922696
656.6917076,88.3756984,10.2070361,9.5680768
657.6912383,88.9196489,11.0455327,9.7711947
658.6907691,89.4800806,11.8730808,9.9759766
659.6902999,90.0493499,12.6946708,10.174627
660.6898306,90.6223483,13.5136473,10.3675575
661.6893614,91.1971914,14.3313353,10.5551359
662.6888921,91.7735228,15.1479717,10.7376926
663.6884229,92.3512524,15.96362,10.9155255
664.6879536,92.9302965,16.7783352,11.0889044
665.6874844,93.5105728,17.5921731,11.2580746
666.6870152,94.0919999,18.4051892,11.4232601
667.6865459,94.6744972,19.2174387,11.5846655
668.6860767,95.2579852,20.0289769,11.742479
669.6856074,95.8423851,20.8398587,11.8968737
670.6851382,96.4276188,21.6501389,12.0480094
671.6846689,97.013609,22.4598722,12.196034
672.6841997,97.6002793,23.269113,12.3410845
673.6837305,98.1875536,24.0779157,12.4832885
674.6832612,98.7753566,24.8863343,12.6227648
675.682792,99.3636135,25.6944227,12.7596241
676.6823227,99.95225,26.5022347,12.8939701
677.6818535,100.5411922,27.3098239,13.0258998
678.6813842,101.1303668,28.1172437,13.1555042
679.680915,101.7197007,28.9245473,13.2828691
680.6804458,102.3091211,29.7317877,13.4080747
681.6799765,102.8985557,30.5390179,13.5311971
682.6795073,103.4879323,31.3462904,13.6523079
683.679038,104.0771789,32.1536579,13.7714747
684.6785688,104.6662236,32.9611727,13.8887615
685.6780995,105.2549946,33.768887,14.0042291
686.6776303,105.8434206,34.5768528,14.1179349
687.6771611,106.4314374,35.3851165,14.2299335
688.6766918,107.0190144,36.1937,14.3402769
689.6762226,107.6061577,37.0025985,14.4490144
690.6757533,108.1928827,37.8118005,14.556193
691.6752841,108.779205,38.6212944,14.6618575
692.6748148,109.3651403,39.4310683,14.7660508
693.6743456,109.9507046,40.2411106,14.8688135
694.6738764,110.5359135,41.0514098,14.9701848
695.6734071,111.1207826,41.8619541,15.0702019
696.6729379,111.7053277,42.6727321,15.1689005
697.6724686,112.2895643,43.4837325,15.2663149
698.6719994,112.8735078,44.2949437,15.3624779
699.6715302,113.4571735,45.1063551,15.4574208
700.6710609,114.0405763,45.9179549,15.5511738
701.6705917,114.6237312,46.729732,15.6437661
702.6701224,115.2066529,47.5416809,15.7352253
703.6696532,115.7893458,48.3537984,15.8255784
704.6691839,116.3718085,49.166081,15.9148511
705.6687147,116.9540419,49.9785277,16.0030683
706.6682455,117.5360473,50.7911378,16.0902538
707.6677762,118.1178254,51.6039104,16.1764307
708.667307,118.6993774,52.4168448,16.2616213
709.6668377,119.2807042,53.2299403,16.345847
710.6663685,119.8618067,54.0431959,16.4291285
711.6658992,120.442686,54.8566108,16.5114858
712.66543,121.0233431,55.6701843,16.5929383
713.6649608,121.603779,56.4839156,16.6735046
714.6644915,122.1839948,57.2978036,16.7532028
715.6640223,122.7639915,58.1118477,16.8320504
716.663553,123.3437704,58.9260468,16.9100643
717.6630838,123.9233326,59.7404001,16.9872609
718.6626145,124.5026794,60.5549066,17.0636561
719.6621453,125.0818119,61.3695652,17.1392653
720.6616761,125.6607316,62.184375,17.2141033
721.6612068,126.23944,62.9993347,17.2881848
722.6607376,126.8179388,63.8144431,17.3615236
723.6602683,127.3962305,64.6296982,17.4341335
724.6597991,127.9743174,65.4450985,17.5060277
725.6593298,128.5522021,66.2606419,17.577219
726.6588606,129.1298872,67.0763265,17.6477199
727.6583914,129.7073751,67.8921506,17.7175426
728.6579221,130.2846686,68.7081121,17.7866988
729.6574529,130.8617704,69.524209,17.8552
730.6569836,131.4386832,70.3404393,17.9230574
731.6565144,132.0154098,71.1568011,17.9902819
732.6560451,132.591953,71.9732922,18.056884
733.6555759,133.1683155,72.7899106,18.122874
734.6551067,133.7445004,73.6066542,18.188262
735.6546374,134.3205103,74.423521,18.2530576
736.6541682,134.8963482,75.2405088,18.3172705
737.6536989,135.4720169,76.0576157,18.3809099
738.6532297,136.0475192,76.8748395,18.4439848
739.6527604,136.6228579,77.6921784,18.5065041
740.6522912,137.1980357,78.5096302,18.5684764
741.651822,137.7730553,79.3271931,18.62991
742.6513527,138.3479192,80.1448651,18.6908132
743.6508835,138.9226302,80.9626446,18.7511939
744.6504142,139.4971901,81.7805295,18.81106
745.649945,140.0716022,82.5985191,18.8704191
746.6494757,140.6458667,83.4166105,18.9292786
747.6490065,141.219985,84.2347962,18.9876458
748.6485373,141.7939296,85.0531074,19.0455278
749.648068,142.3675993,85.8716215,19.1029316
750.6475988,142.9408638,86.690421,19.159864
751.6471295,143.5136002,87.5095897,19.0604687
752.6466603,144.0856863,88.3292137,18.9093117
753.646191,144.6569994,89.149377,18.7578907
754.6457218,145.2274173,89.9701638,18.6061619
755.6452526,145.7968179,90.791657,18.4540814
756.6447833,146.3650789,91.6139392,18.3016044
757.6443141,146.9320782,92.4370924,18.1486855
758.6438448,147.4976933,93.2611976,17.9952787
759.6433756,148.0618014,94.0863352,17.8413369
760.6429063,148.6242796,94.9125851,17.6868124
761.6424371,149.1850043,95.740026,17.5316564
762.6419679,149.7438512,96.5687364,17.3758191
763.6414986,150.3006958,97.3987936,17.2192495
764.6410294,150.8554122,98.2302745,17.0618951
765.6405601,151.4078742,99.0632549,16.9037021
766.6400909,151.9579541,99.8978102,16.7446149
767.6396217,152.5055235,100.7340146,16.5845761
768.6391524,153.0504527,101.5719417,16.4235264
769.6386832,153.5926106,102.4116642,16.2614039
770.6382139,154.1318649,103.2532539,16.0981445
771.6377447,154.6680818,104.0967818,15.933681
772.6372754,155.201126,104.9423176,15.7679435
773.6368062,155.7308606,105.7899304,15.6008584
774.636337,156.2571472,106.6396878,15.4323485
775.6358677,156.7798455,107.4916564,15.2623325
776.6353985,157.2988137,108.3459017,15.0907244
777.6349292,157.8139081,109.2024877,14.9174334
778.63446,158.3249836,110.0614769,14.7423632
779.6339907,158.8318929,110.9229303,14.5654116
780.6335215,159.3344875,111.7869074,14.3864695
781.6330523,159.8326169,112.6534656,14.2054207
782.632583,160.3261294,113.5226606,14.0221412
783.6321138,160.8148715,114.3945458,13.836498
784.6316445,161.2986885,115.2691726,13.6483485
785.6311753,161.7774247,116.1465896,13.4575688
786.630706,162.2509192,117.0268454,13.2646643
787.6302368,162.7188634,117.9100616,13.07388
788.6297676,163.180161,118.7967586,12.8924878
789.6292983,163.6324038,119.6880834,12.7247362
790.6288291,164.0723524,120.585521,12.5710837
791.6283598,164.4965377,121.4904517,12.4312346
792.6278906,164.9014939,122.4041667,12.3045945
793.6274213,165.2836735,123.3275122,12.1913108
794.6269521,165.6394523,124.260933,12.0841537
795.6264829,165.9669417,125.2049392,11.9761938
796.6260136,166.2666155,126.1587909,11.8606713
797.6255444,166.5391705,127.1208438,11.7354502
798.6250751,166.7849271,128.0900529,11.6036494
799.6246059,167.0041253,129.0655906,11.4654234
800.6241366,167.1967478,130.0466348,11.3219189
801.6236674,167.3626358,131.0324534,11.173625
802.6231982,167.5014861,132.0223486,11.0210377
803.6227289,167.612863,133.0156423,10.8645049
804.6222597,167.6961777,134.0116518,10.7044348
805.6217904,167.7506137,135.009617,10.5424458
806.6213212,167.7749881,136.0087364,10.3806421
807.6208519,167.7675064,137.0083065,10.2247235
808.6203827,167.7250949,138.0072275,10.0775004
809.6199135,167.6440322,139.0037645,9.9375953
810.6194442,167.5208582,139.9959746,9.8042323
811.618975,167.3523913,140.9812801,9.6773248
812.6185057,167.1357794,141.9564712,9.5604707
813.6180365,166.8670731,142.918691,9.4658029
814.6175672,166.5399118,143.8628655,9.3967976
815.617098,166.1482636,144.7813885,9.3526438
816.6166288,165.6861171,145.6684146,9.3348778
817.6161595,165.1512651,146.5122702,9.3348778
818.6156903,164.5442584,147.3038893,9.3348778
819.615221,163.8697759,148.0409999,9.3439146
820.6147518,163.1394368,148.7235143,9.3869128
821.6142825,162.3637885,149.3518453,9.4531195
822.6138133,161.5483191,149.9286241,9.5343447
823.6133441,160.698827,150.4550085,9.6266696
824.6128748,159.8205084,150.9324101,9.7284776
825.6124056,158.9180522,151.3627185,9.8393396
826.6119363,157.9955995,151.7483929,9.9594167
827.6114671,157.0568949,152.092395,10.0892508
828.6109978,156.1051929,152.3979849,10.2301617
829.6105286,155.1425474,152.6670387,10.3739652
830.6100594,154.1705064,152.8998244,10.5133303
831.6095901,153.1905676,153.0963482,10.6485949
832.6091209,152.2040724,153.2564936,10.7787759
833.6086516,151.2123047,153.3801002,10.9039922
834.6081824,150.2165583,153.4669832,11.0242434
835.6077132,149.2181554,153.5169394,11.1395567
836.6072439,148.2184805,153.529756,11.2499852
837.6067747,147.2189236,153.5051843,11.3552732
838.6063054,146.2209835,153.4430274,11.4558285
839.6058362,145.2264906,153.3429271,11.550242
840.6053669,144.2367793,153.2051306,11.6412602
841.6048977,143.2526157,153.0313653,11.736216
842.6044285,142.2749015,152.8240993,11.8381418
843.6039592,141.3043246,152.585695,11.9462725
844.60349,140.3412613,152.3184493,12.0605448
845.6030207,139.3859694,152.0246091,12.1807612
846.6025515,138.4385212,151.7063471,12.3067824
847.6020822,137.4988555,151.3657702,12.4384928
848.601613,136.5667807,151.0049169,12.5758127
849.6011438,135.6419936,150.625762,12.7135466
850.6006745,134.7240908,150.2302199,12.8487328
851.6002053,133.8126123,149.8200799,12.9814706
852.599736,132.9072106,149.3966865,13.111853
853.5992668,132.0077897,148.9607261,13.2399672
854.5987975,131.1143359,148.5126586,13.3658956
855.5983283,130.2268343,148.0529093,13.4897156
856.5978591,129.3452604,147.5818892,13.6115
857.5973898,128.4695804,147.0999962,13.7313181
858.5969206,127.5997515,146.6076169,13.8492348
859.5964513,126.735722,146.1051273,13.9653121
860.5959821,125.8774309,145.5928947,14.0796085
861.5955128,125.0248088,145.0712783,14.1921795
862.5950436,124.1777769,144.5406302,14.303078
863.5945744,123.3362477,144.0012965,14.4123541
864.5941051,122.5001246,143.4536177,14.5200557
865.5936359,121.6693024,142.8979304,14.6262283
866.5931666,120.8436663,142.3345664,14.7309153
867.5926974,120.0230921,141.7638543,14.8341582
868.5922281,119.2074466,141.1861194,14.9359966
869.5917589,118.3965877,140.6016849,15.0364684
870.5912897,117.5903639,140.0108715,15.1356098
871.5908204,116.7886152,139.4139984,15.2334555
872.5903512,115.9911725,138.811383,15.3300388
873.5898819,115.1978581,138.2033418,15.4253916
874.5894127,114.4084858,137.5901901,15.5195444
875.5889434,113.6228613,136.9722422,15.6125267
876.5884742,112.840785,136.3498081,15.7043668
877.588005,112.0620813,135.7231581,15.7950916
878.5875357,111.28666,135.0924495,15.8847275
879.5870665,110.5144819,134.4577728,15.9732996
880.5865972,109.7455142,133.8192088,16.0608319
881.586128,108.9797214,133.1768391,16.147348
882.5856587,108.2170657,132.5307471,16.2328703
883.5851895,107.4575059,131.8810162,16.3174205
884.5847203,106.701001,131.2277329,16.4010196
885.584251,105.9475011,130.5709781,16.4836878
886.5837818,105.1969666,129.9108469,16.5654447
887.5833125,104.44937,129.2474381,16.6463091
888.5828433,103.704573,128.5808859,16.7262994
889.582374,102.9623568,127.9114278,16.8054333
890.5819048,102.222522,127.2393371,16.8837277
891.5814356,101.4848653,126.5648595,16.9611994
892.5809663,100.7491775,125.8882334,17.0378644
893.5804971,100.0152512,125.2096978,17.1137381
894.5800278,99.282877,124.5294872,17.1888358
895.5795586,98.5518657,123.8478124,17.263172
896.5790894,97.8221049,123.1647993,17.3367608
897.5786201,97.0935468,122.4805035,17.4096162
898.5781509,96.3661573,121.7949656,17.4817514
899.5776816,95.6399027,121.1082256,17.5531794
900.5772124,94.9147537,120.4203181,17.6239128
901.5767431,94.1906986,119.7312595,17.6939639
902.5762739,93.4677406,119.0410498,17.7633446
903.5758047,92.7458864,118.3496857,17.8320664
904.5753354,92.0251431,117.6571636,17.9001407
905.5748662,91.3055178,116.9634797,17.9675784
906.5743969,90.5870179,116.2686301,18.0343902
907.5739277,89.869651,115.5726109,18.1005864
908.5734584,89.1534255,114.875417,18.1661772
909.5729892,88.4383532,114.1770405,18.2311724
910.57252,87.7244484,113.4774703,18.2955817
911.5720507,87.0117268,112.7766948,18.3594143
912.5715815,86.3002038,112.0747023,18.4226795
913.5711122,85.5898953,111.3714809,18.485386
914.570643,84.8808171,110.6670188,18.5475427
915.5701737,84.1729855,109.9613042,18.6091578
916.5697045,83.4664168,109.2543251,18.6702398
917.5692353,82.7611275,108.5460696,18.7307967
918.568766,82.0571361,107.8365239,18.7908362
919.5682968,81.3544683,107.1256675,18.8503662
920.5678275,80.6531568,106.4134728,18.9093942
921.5673583,79.9532363,105.6999111,18.9679274
922.566889,79.2547415,104.9849536,19.025973
923.5664198,78.5577078,104.2685716,19.083538
924.5659506,77.8621705,103.5507367,19.1406293
925.5654813,77.1681653,102.8314203,19.1972536
926.5650121,76.4757283,102.1105943,19.2534174
927.5645428,75.7848958,101.3882304,19.3091271
928.5640736,75.0957042,100.6643008,19.364389
929.5636043,74.4081905,99.9387775,19.4192092
930.5631351,73.7223916,99.211633,19.4735937
931.5626659,73.0383454,98.48284,19.5275483
932.5621966,72.3560887,97.7523702,19.5810789
933.5617274,71.6756608,97.0201988,19.634191
934.5612581,70.997104,96.2863011,19.6868902
935.5607889,70.3204395,95.5506545,19.7391819
936.5603196,69.6456692,94.8132614,19.7910712
937.5598504,68.9727944,94.0741381,19.8425636
938.5593812,68.3018135,93.3332956,19.8936639
939.5589119,67.6327237,92.5907444,19.9443772
940.5584427,66.9655229,91.8464955,19.9947084
941.5579734,66.3002087,91.1005597,20.0
942.5575042,65.6367784,90.3529477,20.0
943.5570349,64.9752296,89.6036704,20.0
944.5565657,64.3155596,88.8527384,20.0
945.5560965,63.6577657,88.1001625,20.0
946.5556272,63.001845,87.3459534,20.0
947.555158,62.3477946,86.5901217,20.0
948.5546887,61.6956116,85.8326781,20.0
949.5542195,61.045293,85.0736333,20.0
950.5537502,60.3968356,84.3129978,20.0
951.553281,59.7502362,83.5507822,20.0
952.5528118,59.1054916,82.7869971,20.0
953.5523425,58.4625984,82.021653,20.0
954.5518733,57.8215531,81.2547604,20.0
955.551404,57.1823523,80.4863298,20.0
956.5509348,56.5449924,79.7163716,20.0
957.5504655,55.9094696,78.9448964,20.0
958.5499963,55.2757804,78.1719144,20.0
959.5495271,54.6439208,77.3974361,20.0
960.5490578,54.013887,76.6214719,20.0
961.5485886,53.3856749,75.8440321,20.0
962.5481193,52.7592806,75.065127,20.0
963.5476501,52.1346999,74.2847668,20.0
964.5471809,51.5119286,73.502962,20.0
965.5467116,50.8909624,72.7197226,20.0
966.5462424,50.271797,71.935059,20.0
967.5457731,49.6544279,71.1489813,20.0
968.5453039,49.0388507,70.3614996,20.0
969.5448346,48.4250607,69.5726242,20.0
970.5443654,47.8130532,68.7823651,20.0
971.5438962,47.2028236,67.9907324,20.0
972.5434269,46.5943669,67.1977361,20.0
973.5429577,45.9876784,66.4033864,20.0
974.5424884,45.3827531,65.6076932,20.0
975.5420192,44.7795858,64.8106665,20.0
976.5415499,44.1781716,64.0123162,20.0
977.5410807,43.5785052,63.2126523,20.0
978.5406115,42.9805813,62.4116847,20.0
979.5401422,42.3843947,61.6094232,20.0
980.539673,41.7899399,60.8058776,20.0
981.5392037,41.1972115,60.0010578,20.0
982.5387345,40.6062038,59.1949735,20.0
983.5382652,40.0169115,58.3876345,20.0
984.537796,39.4293286,57.5790505,20.0
985.5373268,38.8434496,56.7692311,20.0
986.5368575,38.2592686,55.958186,20.0
987.5363883,37.6767797,55.1459247,20.0
988.535919,37.0959771,54.332457,20.0
989.5354498,36.5168547,53.5177922,20.0
990.5349805,35.9394066,52.7019399,20.0
991.5345113,35.3636265,51.8849094,20.0
992.5340421,34.7895085,51.0667104,20.0
993.5335728,34.2170462,50.247352,20.0
994.5331036,33.6462335,49.4268436,20.0
995.5326343,33.077064,48.6051946,20.0
996.5321651,32.5095314,47.782414,20.0
997.5316958,31.9436294,46.9585112,20.0
998.5312266,31.3793515,46.1334953,20.0
999.5307574,30.8166912,45.3073752,20.0
1000.5302881,30.2556422,44.4801601,20.0
1001.5298189,29.696198,43.651859,20.0
1002.5293496,29.1383519,42.8224807,20.0
1003.5288804,28.5820974,41.9920341,20.0
1004.5284111,28.027428,41.160528,20.0
1005.5279419,27.4743371,40.3279712,20.0
1006.5274727,26.9228182,39.4943722,20.0
1007.5270034,26.3728646,38.6597398,20.0
1008.5265342,25.8244697,37.8240824,20.0
1009.5260649,25.277627,36.9874086,20.0
1010.5255957,24.73233,36.1497266,20.0
1011.5251264,24.188572,35.3110448,20.0
1012.5246572,23.6463465,34.4713715,20.0
1013.524188,23.1056472,33.6307147,20.0
1014.5237187,22.5664674,32.7890825,20.0
1015.5232495,22.0288007,31.9464829,20.0
1016.5227802,21.4926409,31.1029238,20.0
1017.522311,20.9579816,30.2584129,20.0
1018.5218417,20.4248165,29.412958,20.0
1019.5213725,19.8931394,28.5665665,20.0
1020.5209033,19.3629443,27.719246,20.0
1021.520434,18.8342251,26.8710039,20.0
1022.5199648,18.3069758,26.0218474,20.0
1023.5194955,17.7811907,25.1717836,20.0
1024.5190263,17.2568639,24.3208195,20.0
1025.518557,16.7339899,23.4689622,20.0
1026.5180878,16.2125631,22.6162182,20.0
1027.5176186,15.6925783,21.7625943,20.0
1028.5171493,15.1740295,20.9080968,20.0
1029.5166801,14.6569185,20.0527279,20.0
1030.5162108,14.1412738,19.1964741,20.0
1031.5157416,13.6271348,18.3393154,20.0
1032.5152724,13.1145399,17.4812322,20.0
1033.5148031,12.6035282,16.6222051,20.0
1034.5143339,12.0941386,15.762215,20.0
1035.5138646,11.5864103,14.901243,20.0
1036.5133954,11.0803823,14.0392705,20.0
1037.5129261,10.5760941,13.1762788,20.0
1038.5124569,10.073585,12.3122499,20.0
1039.5119877,9.5728944,11.4471658,20.0
1040.5115184,9.074062,10.5810088,20.0
1041.5110492,8.5771274,9.7137615,20.0
1042.5105799,8.0821303,8.8454069,20.0
1043.5101107,7.5891105,7.975928,20.0
1044.5096414,7.098108,7.1053083,20.0
1045.5091722,6.6091626,6.2335315,20.0
1046.508703,6.1223144,5.3605817,20.0
1047.5082337,5.6376036,4.4864433,20.0
1048.5077645,5.1550704,3.6111009,20.0
1049.5072952,4.674755,2.7345396,20.0
1050.506826,4.1966979,1.8567446,20.0
1051.5063567,3.7209394,0.9777015,20.0
1052.5058875,3.2475201,0.0973964,20.0
1053.5054183,2.7764807,-0.7841844,20.0
1054.504949,2.3078618,-1.6670542,20.0
1055.5044798,1.8417042,-2.5512261,20.0
1056.5040105,1.3780488,-3.4367128,20.0
1057.5035413,0.9169366,-4.3235263,20.0
1058.503072,0.4584085,-5.2116788,20.0
1059.5026028,0.0025058,-6.1011818,20.0
1060.5021336,-0.4507303,-6.9920464,20.0
1061.5016643,-0.9012585,-7.8842835,20.0
1062.5011951,-1.3490373,-8.7779035,20.0
1063.5007258,-1.7940253,-9.6729165,20.0
1064.5002566,-2.2361808,-10.5693321,20.0
1065.4997873,-2.6754621,-11.4671596,20.0
1066.4993181,-3.1118273,-12.366408,20.0
1067.4988489,-3.5452346,-13.2670857,20.0
1068.4983796,-3.9756419,-14.1692007,20.0
1069.4979104,-4.4030071,-15.0727608,20.0
1070.4974411,-4.8272879,-15.9777733,20.0
1071.4969719,-5.2484421,-16.8842449,20.0
1072.4965026,-5.6664272,-17.7921821,20.0
1073.4960334,-6.0812006,-18.7015909,20.0
1074.4955642,-6.4927198,-19.6124768,20.0
1075.4950949,-6.9009411,-20.5248436,20.0
1076.4946257,-7.3058258,-21.4386959,20.0
1077.4941564,-7.7073626,-22.3540258,20.0
1078.4936872,-8.1055547,-23.2708157,20.0
1079.4932179,-8.500406,-24.1890493,20.0
1080.4927487,-8.8919205,-25.1087106,20.0
1081.4922795,-9.2801023,-26.0297836,20.0
1082.4918102,-9.6649554,-26.9522524,20.0
1083.491341,-10.046484,-27.8761011,20.0
1084.4908717,-10.4246924,-28.801314,20.0
1085.4904025,-10.7995848,-29.7278756,20.0
1086.4899332,-11.1711655,-30.6557702,20.0
1087.489464,-11.5394387,-31.5849825,20.0
1088.4889948,-11.904409,-32.5154971,20.0
1089.4885255,-12.2660807,-33.4472987,20.0
1090.4880563,-12.6244581,-34.3803723,20.0
1091.487587,-12.9795456,-35.3147028,20.0
1092.4871178,-13.3313467,-36.2502757,20.0
1093.4866485,-13.6798554,-37.18708,20.0
1094.4861793,-14.0250428,-38.1251132,20.0
1095.4857101,-14.3668635,-39.0643784,20.0
1096.4852408,-14.7052679,-40.0048798,20.0
1097.4847716,-15.0402057,-40.9466214,20.0
1098.4843023,-15.3716262,-41.8896064,20.0
1099.4838331,-15.6994787,-42.8338379,20.0
1100.4833639,-16.0237122,-43.7793181,20.0
1101.4828946,-16.3442754,-44.726049,20.0
1102.4824254,-16.6611167,-45.6740319,20.0
1103.4819561,-16.9741844,-46.6232677,20.0
1104.4814869,-17.2834265,-47.5737567,20.0
1105.4810176,-17.5887906,-48.5254986,20.0
1106.4805484,-17.8902242,-49.4784926,20.0
1107.4800792,-18.1876743,-50.4327374,20.0
1108.4796099,-18.4810878,-51.388231,20.0
1109.4791407,-18.7704111,-52.3449711,20.0
1110.4786714,-19.0555905,-53.3029545,20.0
1111.4782022,-19.3365717,-54.2621775,20.0
1112.4777329,-19.6133003,-55.222636,20.0
1113.4772637,-19.8857215,-56.1843251,20.0
1114.4767945,-20.1537799,-57.1472393,20.0
1115.4763252,-20.4174202,-58.1113724,20.0
1116.475856,-20.6765862,-59.0767178,20.0
1117.4753867,-20.9312218,-60.0432681,20.0
1118.4749175,-21.18127,-61.0110151,20.0
1119.4744482,-21.4266739,-61.9799506,20.0
1120.473979,-21.6673755,-62.9500636,20.0
1121.4735098,-21.9033178,-63.9213485,20.0
1122.4730405,-22.1344404,-64.8937838,20.0
1123.4725713,-22.3606888,-65.867354,19.9049648
1124.472102,-22.5821322,-66.8420408,19.7915967
1125.4716328,-22.7989202,-67.8177839,19.6758791
1126.4711635,-23.0112075,-68.7945151,19.5578081
1127.4706943,-23.2191505,-69.7721803,19.4373592
1128.4702251,-23.4229069,-70.7507265,19.3145105
1129.4697558,-23.622635,-71.7301025,19.1892385
1130.4692866,-23.8184943,-72.7102591,19.0615183
1131.4688173,-24.0106453,-73.6911487,18.9313241
1132.4683481,-24.1992492,-74.6727256,18.7986289
1133.4678788,-24.3844684,-75.6549458,18.6634054
1134.4674096,-24.5664658,-76.6377668,18.5256256
1135.4669404,-24.7454054,-77.6211478,18.3852613
1136.4664711,-24.9214512,-78.6050492,18.2422847
1137.4660019,-25.0947675,-79.5894333,18.0966682
1138.4655326,-25.2655187,-80.5742636,17.9483851
1139.4650634,-25.4338683,-81.5595049,17.7974098
1140.4645941,-25.5999789,-82.5451238,17.6437184
1141.4641249,-25.7640114,-83.5310878,17.4872882
1142.4636557,-25.9261246,-84.5173672,17.3281007
1143.4631864,-26.086474,-85.5039287,17.1661333
1144.4627172,-26.2452119,-86.4907569,17.00139
1145.4622479,-26.4024849,-87.4777915,16.8337919
1146.4617787,-26.5584294,-88.4650852,16.6635595
1147.4613094,-26.7132379,-89.4527019,16.4921323
1148.4608402,-26.8665233,-90.440524,16.3258621
1149.460371,-27.0171699,-91.4286638,16.1656341
1150.4599017,-27.1639048,-92.4174065,16.011169
1151.4594325,-27.3054559,-93.4069128,15.8624944
1152.4589632,-27.4405286,-94.3973202,15.719638
1153.458494,-27.5678064,-95.3887557,15.5826797
1154.4580247,-27.6859414,-96.3813079,15.4517566
1155.4575555,-27.7935487,-97.3750507,15.3271641
1156.4570863,-27.8891655,-98.3699717,15.2106952
1157.456617,-27.9710225,-99.3661609,15.1062494
1158.4561478,-28.0366563,-100.3633543,15.0183115
1159.4556785,-28.0829764,-101.3611993,14.9384013
1160.4552093,-28.1083464,-102.3600401,14.8581359
1161.4547401,-28.1131953,-103.3595789,14.772885
1162.4542708,-28.0982543,-104.3590308,14.6814541
1163.4538016,-28.0641494,-105.3580348,14.5845582
1164.4533323,-28.0114605,-106.3562625,14.4823525
1165.4528631,-27.9406852,-107.3533861,14.3752654
1166.4523938,-27.8522519,-108.3491089,14.2636117
1167.4519246,-27.7465193,-109.3431462,14.1477152
1168.4514554,-27.6237838,-110.3352156,14.0278525
1169.4509861,-27.4842798,-111.3250574,13.9042904
1170.4505169,-27.3281926,-112.3124325,13.7771542
1171.4500476,-27.1554353,-113.297005,13.6493822
1172.4495784,-26.9654722,-114.2783647,13.5223209
1173.4491091,-26.7576804,-115.256092,13.395762
1174.4486399,-26.5314648,-116.2297093,13.2697143
1175.4481707,-26.2862295,-117.1987001,13.1441711
1176.4477014,-26.0213767,-118.1625048,13.0192047
1177.4472322,-25.7362957,-119.1205122,12.894965
1178.4467629,-25.4303507,-120.0720515,12.7717097
1179.4462937,-25.1028639,-121.0163778,12.6498354
1180.4458244,-24.7530928,-121.9526604,12.5299052
1181.4453552,-24.3802117,-122.8799414,12.4127058
1182.444886,-23.9832377,-123.7972128,12.2991523
1183.4444167,-23.5610253,-124.7033053,12.1901155
1184.4439475,-23.1124383,-125.5966722,12.0852312
1185.4434782,-22.6364653,-126.4757227,11.9839087
1186.443009,-22.132268,-127.3388527,11.8856785
1187.4425397,-21.5992027,-128.1843823,11.7901657
1188.4420705,-21.0367983,-129.0105739,11.6971737
1189.4416013,-20.4447309,-129.8156161,11.6067455
1190.441132,-19.8227649,-130.5976245,11.5194148
1191.4406628,-19.1707026,-131.3545498,11.4359393
1192.4401935,-18.4879908,-132.0844385,11.3593239
1193.4397243,-17.7746449,-132.7841057,11.2916865
