 x_m, y_m, vx_mps
-8.5837618,-0.2649648,2.9846456
-8.5865215,-0.2050814,3.0157136
-8.5882374,-0.1451554,3.0462813
-8.5889141,-0.0852056,3.0763647
-8.5885564,-0.0252509,3.1059791
-8.5871691,0.0346901,3.1351386
-8.5847577,0.0945994,3.163857
-8.5813284,0.1544593,3.1921472
-8.5768885,0.2142528,3.2200214
-8.5714462,0.2739632,3.2474914
-8.5650109,0.3335747,3.274155
-8.5575931,0.3930719,3.3000487
-8.5492047,0.4524402,3.3252847
-8.5398587,0.5116657,3.3499732
-8.5295696,0.5707354,3.3742227
-8.5183529,0.6296368,3.3981399
-8.5062259,0.6883587,3.4218299
-8.493207,0.7468907,3.4453964
-8.4793158,0.8052234,3.4689419
-8.4645737,0.8633486,3.4925676
-8.449003,0.9212591,3.5163507
-8.4326278,0.9789491,3.5398328
-8.4154787,1.0363957,3.5630207
-8.3975794,1.0936075,3.5859211
-8.3789553,1.1505905,3.6085401
-8.3596354,1.2073444,3.6308838
-8.3396497,1.2638705,3.6529581
-8.3190295,1.3201713,3.6747687
-8.2978074,1.3762509,3.696321
-8.2760168,1.432115,3.7176202
-8.2536923,1.4877705,3.7386715
-8.2308693,1.5432259,3.7594797
-8.2075911,1.5984753,3.7800497
-8.1838907,1.6535405,3.800386
-8.1598031,1.7084414,3.8204931
-8.1353672,1.7631919,3.8403753
-8.1106227,1.8178068,3.8600368
-8.0856099,1.8723022,3.8794816
-8.0603698,1.9266948,3.8987138
-8.0349443,1.9810026,3.9177371
-8.0093801,2.0352349,3.9365552
-7.9837174,2.0894175,3.9551718
-7.9579963,2.1435756,3.9735903
-7.9322551,2.1977269,3.9918142
-7.9065138,2.2518801,4.0098467
-7.8807774,2.3060366,4.0275767
-7.8550459,2.3601953,3.9422183
-7.8293159,2.4143527,3.8560821
-7.8035764,2.4685034,3.769392
-7.7778121,2.5226447,3.682236
-7.7520127,2.5767583,3.593965
-7.7261656,2.6308485,3.5034673
-7.7002817,2.6849396,3.4097487
-7.6744067,2.7390366,3.3153192
-7.6485826,2.7931479,3.2207806
-7.6228321,2.8473001,3.12338
-7.5971276,2.9014807,3.0256554
-7.5712953,2.9556023,2.9389608
-7.5450797,3.0095354,2.8634092
-7.5182152,3.0631388,2.7982372
-7.4904491,3.1162683,2.7426708
-7.4615482,3.1687756,2.6959511
-7.4312846,3.2205373,2.657191
-7.3994774,3.2713876,2.6254968
-7.3659892,3.3211394,2.6000275
-7.3307041,3.3696263,2.579892
-7.2935422,3.4166838,2.5641532
-7.2544589,3.4621537,2.5518473
-7.2134444,3.5058864,2.542015
-7.1705205,3.5477447,2.5337384
-7.1257363,3.5876058,2.5261765
-7.079163,3.6253627,2.5185922
-7.0308877,3.6609245,2.5110759
-6.9810086,3.6942151,2.5041916
-6.9296313,3.7251715,2.4983074
-6.8768695,3.7537418,2.493682
-6.8228514,3.7798844,2.4906079
-6.7677349,3.8035733,2.4896574
-6.7117315,3.8248163,2.4921258
-6.6550467,3.8437258,2.5008497
-6.5973085,3.8607495,2.5216538
-6.5396228,3.8761766,2.5613361
-6.4814926,3.8910367,2.6001803
-6.4235811,3.9058011,2.5507313
-6.3653442,3.9199823,2.5004816
-6.3068452,3.932427,2.4739987
-6.2477705,3.9425556,2.4599234
-6.1880661,3.9500047,2.4511503
-6.1283324,3.9545453,2.443835
-6.0684698,3.9561466,2.4364977
-6.0085399,3.9547834,2.4292294
-5.9487271,3.9504426,2.4223367
-5.8891971,3.9431221,2.4156905
-5.8301082,3.9328246,2.4090898
-5.7716158,3.9195592,2.4024346
-5.7138746,3.9033448,2.3958048
-5.6570362,3.8842157,2.3894897
-5.6012453,3.8622261,2.3839871
-5.5466345,3.837455,2.3799805
-5.493318,3.8100089,2.3782975
-5.4414058,3.7800353,2.3798567
-5.3909414,3.7476909,2.3857399
-5.3419427,3.7131607,2.3969
-5.2943943,3.6766523,2.4141699
-5.2482402,3.6383879,2.4382858
-5.2033858,3.5985985,2.4698869
-5.1597011,3.55752,2.5095349
-5.1170251,3.5153898,2.5494775
-5.07517,3.4724448,2.5885699
-5.0339263,3.4289204,2.6268514
-4.9930644,3.3850407,2.6643583
-4.9523624,3.3410012,2.7011243
-4.9116659,3.2969515,2.7371805
-4.8708704,3.2529929,2.7725558
-4.8299555,3.2091637,2.8072773
-4.788939,3.1654487,2.8413701
-4.7478187,3.1218242,2.8748579
-4.7065944,3.0782926,2.9077628
-4.665274,3.0348569,2.9401054
-4.6238569,2.9915142,2.9719052
-4.5823381,2.9482559,3.0031808
-4.5407223,2.9050841,3.0339493
-4.4990156,2.8620026,3.0642272
-4.4572194,2.8190098,3.0940299
-4.4153353,2.7761047,3.1233721
-4.3733645,2.7332859,3.1522678
-4.3313084,2.6905522,3.18073
-4.2891682,2.6479025,3.2087714
-4.2469454,2.6053357,3.2364039
-4.2046411,2.5628505,3.2636389
-4.1622565,2.520446,3.2904872
-4.1197929,2.4781211,3.3169592
-4.0772514,2.4358749,3.3430647
-4.034633,2.3937063,3.3688132
-3.991939,2.3516145,3.3942137
-3.9491697,2.3095979,3.419275
-3.906323,2.2676526,3.4440053
-3.8634042,2.225782,3.4684126
-3.8204141,2.1839851,3.4925045
-3.7773538,2.1422614,3.5162883
-3.734224,2.1006099,3.5397712
-3.6910256,2.05903,3.5629599
-3.6477595,2.017521,3.585861
-3.6044264,1.9760823,3.6084808
-3.5610271,1.9347132,3.6308252
-3.5175622,1.8934132,3.6529003
-3.4740326,1.8521817,3.6747115
-3.4304388,1.8110181,3.6962645
-3.3867814,1.7699221,3.7175644
-3.3430612,1.7288932,3.7386163
-3.2992785,1.6879308,3.7594251
-3.255434,1.6470348,3.7799957
-3.2115282,1.6062045,3.8003326
-3.1675616,1.5654399,3.8204403
-3.1235346,1.5247404,3.8403231
-3.0794476,1.484106,3.8599852
-3.0353011,1.4435362,3.8794306
-2.9910953,1.4030309,3.8986633
-2.9468307,1.3625899,3.9176872
-2.9025076,1.3222131,3.9365059
-2.8581263,1.2819002,3.955123
-2.813687,1.2416513,3.973542
-2.7691899,1.2014661,3.9917664
-2.7246354,1.1613446,4.0097994
-2.6800236,1.1212868,4.0276443
-2.6353547,1.0812926,4.0453042
-2.5906289,1.0413621,4.0627821
-2.5458463,1.0014953,4.080081
-2.501007,0.9616922,4.0972038
-2.4561111,0.9219528,4.1141534
-2.4111588,0.8822773,4.1309324
-2.3661501,0.8426658,4.1475435
-2.321085,0.8031183,4.1639894
-2.2759636,0.763635,4.1802725
-2.230786,0.724216,4.1963954
-2.1855521,0.6848616,4.2123605
-2.140262,0.6455718,4.2281701
-2.0949156,0.6063469,4.2438265
-2.049513,0.567187,4.259332
-2.0040541,0.5280924,4.2746889
-1.9585388,0.4890633,4.2898992
-1.9129672,0.4500999,4.304965
-1.8673391,0.4112024,4.3198884
-1.8216547,0.372371,4.3346714
-1.7759143,0.3336054,4.349316
-1.7301189,0.2949059,4.3638241
-1.6842687,0.2562717,4.3781976
-1.6383638,0.2177025,4.3924382
-1.5924047,0.1791978,4.4065479
-1.5463919,0.1407574,4.4205283
-1.5003257,0.1023808,4.4343813
-1.4542067,0.0640678,4.4481084
-1.4080352,0.0258179,4.4617114
-1.3618118,-0.0123693,4.4751918
-1.3155369,-0.0504941,4.4885513
-1.269211,-0.0885569,4.5017914
-1.2228345,-0.1265582,4.5149136
-1.1764079,-0.1644983,4.5279195
-1.1299317,-0.2023776,4.5408104
-1.0834063,-0.2401966,4.553588
-1.0368322,-0.2779557,4.5662534
-0.99021,-0.3156553,4.5788082
-0.94354,-0.3532959,4.5912537
-0.8968228,-0.3908779,4.6035913
-0.8500589,-0.4284018,4.6158222
-0.8032487,-0.465868,4.6279477
-0.7563927,-0.503277,4.6399691
-0.7094915,-0.5406293,4.6518877
-0.6625455,-0.5779254,4.6637046
-0.6155552,-0.6151657,4.6754211
-0.5685212,-0.6523507,4.6870382
-0.5214438,-0.6894809,4.6985573
-0.4743237,-0.7265568,4.7099794
-0.4271613,-0.763579,4.7213056
-0.3799571,-0.800548,4.7325371
-0.3327117,-0.8374641,4.7436748
-0.2854255,-0.8743281,4.7547199
-0.238099,-0.9111404,4.7656734
-0.1907328,-0.9479015,4.7765364
-0.1433276,-0.9846118,4.7873098
-0.0958839,-1.0212718,4.7979946
-0.0484019,-1.0578823,4.8085918
-0.0008822,-1.0944438,4.8191024
0.0466748,-1.130957,4.8295274
0.0942685,-1.1674223,4.8398675
0.1418985,-1.2038403,4.8501238
0.1895642,-1.2402116,4.8602972
0.2372652,-1.2765368,4.8703885
0.2850008,-1.3128164,4.8803986
0.3327706,-1.349051,4.8903284
0.3805742,-1.385241,4.9001788
0.4284115,-1.4213867,4.9099504
0.4762825,-1.4574876,4.9196443
0.5241873,-1.4935436,4.9292611
0.5721262,-1.5295544,4.9388018
0.6200993,-1.5655195,4.948267
0.6681067,-1.6014388,4.9576575
0.7161487,-1.637312,4.9669741
0.7642253,-1.6731386,4.9762176
0.8123366,-1.7089185,4.9853887
0.860483,-1.7446514,4.9944881
0.9086644,-1.7803369,5.0035166
0.956881,-1.8159747,5.0124748
1.005133,-1.8515645,5.0213634
1.0534205,-1.8871061,5.0301832
1.1017438,-1.9225992,5.0389348
1.150103,-1.9580435,5.0476189
1.1984981,-1.9934388,5.0562362
1.2469294,-2.0287845,5.0647872
1.2953969,-2.0640806,5.0732727
1.3439008,-2.0993267,5.0816933
1.3924413,-2.1345224,5.0900496
1.4410184,-2.1696676,5.0983422
1.4896323,-2.2047618,5.1065718
1.5382831,-2.2398048,5.1147389
1.5869709,-2.2747963,5.1228441
1.635696,-2.309736,5.130888
1.6844583,-2.3446235,5.1388712
1.7332581,-2.3794586,5.1467943
1.7820955,-2.414241,5.1546578
1.8309706,-2.4489704,5.1624623
1.8798834,-2.4836464,5.1702083
1.9288343,-2.5182688,5.1778964
1.9778232,-2.5528373,5.1855271
2.0268503,-2.5873514,5.193101
2.0759157,-2.6218111,5.2006185
2.1250195,-2.6562158,5.2080801
2.1741619,-2.6905654,5.2154865
2.223343,-2.7248594,5.222838
2.272563,-2.7590977,5.2301352
2.3218218,-2.7932799,5.2373786
2.3711197,-2.8274056,5.2445687
2.4204575,-2.8614751,5.2517059
2.4698346,-2.8954875,5.2587907
2.5192511,-2.9294425,5.2658235
2.5687072,-2.9633399,5.2728049
2.618203,-2.9971793,5.2797353
2.6677386,-3.0309603,5.2866152
2.7173141,-3.0646828,5.2934449
2.7669297,-3.0983462,5.3002249
2.8165854,-3.1319504,5.3069558
2.8662814,-3.1654949,5.3136378
2.9160177,-3.1989795,5.3202714
2.9657946,-3.2324038,5.3268571
3.015612,-3.2657674,5.3333952
3.0654702,-3.2990702,5.3398862
3.1153693,-3.3323117,5.3463305
3.1653093,-3.3654915,5.3527284
3.2152903,-3.3986094,5.3590804
3.2653126,-3.431665,5.3653869
3.3153761,-3.464658,5.3716482
3.3654811,-3.4975881,5.3778648
3.4156276,-3.5304548,5.3840369
3.4658157,-3.5632578,5.3901651
3.5160456,-3.5959969,5.3962496
3.5663173,-3.6286716,5.4022909
3.616631,-3.6612816,5.4082892
3.6669868,-3.6938266,5.414245
3.7173848,-3.7263062,5.4201586
3.7678251,-3.75872,5.4260303
3.8183077,-3.7910677,5.4318606
3.8688329,-3.823349,5.4376497
3.9194007,-3.8555634,5.443398
3.9700112,-3.8877107,5.4491058
4.0206645,-3.9197904,5.4547735
4.0713608,-3.9518022,5.4604013
4.1221,-3.9837458,5.4659897
4.1728825,-4.0156207,5.4715389
4.2237081,-4.0474267,5.4770493
4.2745771,-4.0791633,5.4825211
4.3254895,-4.1108302,5.4879547
4.3764455,-4.1424271,5.4933505
4.427445,-4.1739534,5.4987086
4.4784883,-4.205409,5.5040294
4.5295754,-4.2367933,5.5093132
4.5807064,-4.2681061,5.5145604
