0.000000000000000000e+00,2.800000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
1.000000000000000000e+00,2.810000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
2.000000000000000000e+00,2.820000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
3.000000000000000000e+00,2.830000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
4.000000000000000000e+00,2.840000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
5.000000000000000000e+00,2.850000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
6.000000000000000000e+00,2.860000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
7.000000000000000000e+00,2.870000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
8.000000000000000000e+00,2.880000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
9.000000000000000000e+00,2.890000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
1.000000000000000000e+01,2.900000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
1.100000000000000000e+01,2.910000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
1.200000000000000000e+01,2.920000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
1.300000000000000000e+01,2.930000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
1.400000000000000000e+01,2.940000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
1.500000000000000000e+01,2.950000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
1.600000000000000000e+01,2.960000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
1.700000000000000000e+01,2.970000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
1.800000000000000000e+01,2.980000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
1.900000000000000000e+01,2.990000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
2.000000000000000000e+01,3.000000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
2.100000000000000000e+01,3.010000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
2.200000000000000000e+01,3.020000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
2.300000000000000000e+01,3.030000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
2.400000000000000000e+01,3.040000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
2.500000000000000000e+01,3.050000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
2.600000000000000000e+01,3.060000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
2.700000000000000000e+01,3.070000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
2.800000000000000000e+01,3.080000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
2.900000000000000000e+01,3.090000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
3.000000000000000000e+01,3.100000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
3.100000000000000000e+01,3.110000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
3.200000000000000000e+01,3.120000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
3.300000000000000000e+01,3.130000000000000000e+02,1.700000000000000000e+02,1.500000000000000000e+01
