 x_m, y_m, vx_mps
-4.4331697,2.9182227,4.8421697
-4.4331654,2.8882302,4.8472936
-4.4331613,2.8582376,4.8523968
-4.4331573,2.8282451,4.8574793
-4.4331536,2.7982525,4.8625413
-4.43315,2.7682599,4.8675829
-4.4331467,2.7382672,4.8726042
-4.4331436,2.7082746,4.8776053
-4.433141,2.6782819,4.8825862
-4.4331386,2.6482892,4.8875472
-4.4331367,2.6182964,4.8924883
-4.4331353,2.5883037,4.8974096
-4.4331344,2.5583109,4.9023112
-4.433134,2.528318,4.9071933
-4.4331343,2.4983251,4.9120558
-4.4331352,2.4683322,4.916899
-4.4331369,2.4383392,4.921723
-4.4331393,2.4083462,4.9265277
-4.4331426,2.3783531,4.9313134
-4.4331468,2.34836,4.9360801
-4.4331519,2.3183671,4.940828
-4.4331582,2.2883747,4.945557
-4.4331655,2.2583824,4.9502674
-4.433174,2.22839,4.9549592
-4.4331838,2.1983975,4.9596325
-4.4331942,2.1684052,4.9642874
-4.4332033,2.1384129,4.9689241
-4.4332105,2.10842,4.9735425
-4.433216,2.078427,4.9781427
-4.4332203,2.0484338,4.982725
-4.4332236,2.0184406,4.9872893
-4.4332261,1.9884474,4.9918358
-4.4332282,1.9584542,4.9963645
-4.43323,1.9284611,5.0008756
-4.4332319,1.898468,5.0053691
-4.433234,1.8684751,5.0098451
-4.4332365,1.8384823,5.0038503
-4.4332398,1.8084896,4.9670771
-4.433244,1.7784972,4.9301805
-4.4332494,1.7485043,4.8931589
-4.4332563,1.7185109,4.856011
-4.433265,1.6885175,4.818714
-4.4332755,1.658524,4.781184
-4.4332877,1.6285305,4.7433892
-4.4333011,1.5985371,4.7053268
-4.4333151,1.5685436,4.6669994
-4.4333294,1.5385502,4.6284584
-4.4333435,1.5085569,4.5897618
-4.4333571,1.4785637,4.5508946
-4.4333699,1.4485705,4.5118413
-4.4333818,1.4185775,4.4725855
-4.4333925,1.3885846,4.4331101
-4.4334019,1.3585918,4.3933972
-4.4334102,1.3285991,4.3534282
-4.4334172,1.2986066,4.3131883
-4.4334233,1.2686141,4.2726865
-4.4334283,1.2386217,4.2319555
-4.433432,1.2086294,4.1909852
-4.4334341,1.1786372,4.1497514
-4.4334346,1.148645,4.108229
-4.4334333,1.1186528,4.0663923
-4.4334304,1.0886606,4.0242147
-4.4334261,1.0586684,3.9816685
-4.4334207,1.0286761,3.9387256
-4.4334147,0.9986838,3.8953607
-4.4334087,0.9686914,3.8517386
-4.4334036,0.9386988,3.8078648
-4.4334002,0.9087062,3.7637439
-4.4333996,0.8787134,3.71938
-4.4334031,0.8487205,3.674776
-4.4334121,0.8187274,3.6299339
-4.4334281,0.7887342,3.5848547
-4.433453,0.7587409,3.5395377
-4.4334886,0.7287475,3.4939806
-4.433537,0.6987541,3.4481386
-4.4335997,0.6687606,3.4016784
-4.4336724,0.638767,3.3543228
-4.4337401,0.6087735,3.3078181
-4.4337843,0.5787798,3.2627319
-4.4337864,0.5487862,3.21896
-4.4337283,0.5187927,3.176451
-4.4335919,0.4887995,3.1354624
-4.433356,0.4588071,3.0964383
-4.4329952,0.428816,3.0593771
-4.4324836,0.3988274,3.0241688
-4.4317958,0.3688427,2.9907089
-4.4309072,0.3388635,2.9588985
-4.4297941,0.3088923,2.9286436
-4.4284332,0.2789318,2.8998549
-4.4268024,0.2489854,2.8724476
-4.42488,0.2190568,2.846341
-4.4226452,0.1891506,2.8214585
-4.4200779,0.1592678,2.7977235
-4.4171587,0.1294146,2.7750643
-4.4138695,0.0996005,2.7534158
-4.4101929,0.0698325,2.732717
-4.406112,0.0401181,2.7129112
-4.4016108,0.0104653,2.6939456
-4.3966743,-0.0191173,2.6757722
-4.3912879,-0.0486203,2.6583475
-4.3854381,-0.0780341,2.6416337
-4.3791118,-0.1073483,2.6255984
-4.3722955,-0.1365569,2.6102135
-4.3649781,-0.1656455,2.5954603
-4.3571491,-0.1945994,2.5813285
-4.3487979,-0.223406,2.5678162
-4.3399145,-0.2520519,2.5549311
-4.3304894,-0.2805233,2.5426905
-4.3205131,-0.3088058,2.5311234
-4.3099766,-0.3368839,2.5202704
-4.2988697,-0.364745,2.5101918
-4.2871853,-0.3923684,2.5009602
-4.2749148,-0.4197356,2.492664
-4.2620497,-0.4468277,2.4854095
-4.2485814,-0.4736248,2.4793233
-4.234501,-0.5001056,2.4743616
-4.2198026,-0.5262488,2.469719
-4.2044882,-0.5520356,2.4651388
-4.1885633,-0.5774493,2.4607708
-4.1720327,-0.602473,2.4567373
-4.1549006,-0.6270892,2.4528692
-4.1371734,-0.6512812,2.4489962
-4.1188598,-0.6750334,2.4451923
-4.0999679,-0.69833,2.4415336
-4.0805089,-0.7211522,2.4378695
-4.0604964,-0.7434862,2.434566
-4.0399415,-0.7653229,2.4316041
-4.0188562,-0.786649,2.4287706
-3.9972517,-0.8074506,2.4259147
-3.9751408,-0.827715,2.4231904
-3.9525377,-0.847431,2.4207491
-3.9294561,-0.8665871,2.418444
-3.90591,-0.8851718,2.4162239
-3.8819241,-0.903172,2.414561
-3.8575118,-0.9205859,2.413503
-3.8326876,-0.9374089,2.4128742
-3.8074679,-0.9536346,2.4125597
-3.7818706,-0.9692595,2.4127931
-3.7559166,-0.9842856,2.414055
-3.7296262,-0.9987164,2.4163392
-3.7030191,-1.0125557,2.4195321
-3.6761141,-1.0258072,2.4235391
-3.6489291,-1.0384749,2.4282836
-3.6214816,-1.0505631,2.4337054
-3.5937881,-1.0620765,2.4397598
-3.5658649,-1.0730202,2.446416
-3.5377275,-1.0833999,2.4536564
-3.5093908,-1.0932221,2.4614758
-3.4808698,-1.1024937,2.4698805
-3.452178,-1.1112229,2.478877
-3.4233279,-1.119419,2.4885479
-3.3943322,-1.1270882,2.4985642
-3.3652022,-1.134231,2.5084287
-3.3359473,-1.140849,2.5181693
-3.3065776,-1.146947,2.5280897
-3.2771038,-1.1525323,2.5383655
-3.2475363,-1.1576146,2.5492024
-3.2178855,-1.1622064,2.5607744
-3.1881819,-1.1663196,2.5732473
-3.1584243,-1.1699736,2.5867948
-3.1286127,-1.1731886,2.6015684
-3.0987549,-1.1759861,2.6176991
-3.0688583,-1.1783889,2.635309
-3.0389297,-1.1804221,2.6540526
-3.0089751,-1.182112,2.6726091
-2.9789999,-1.1834868,2.6909826
-2.9490348,-1.1845751,2.7091769
-2.9190634,-1.1854092,2.7271957
-2.8890805,-1.1860214,2.7450429
-2.8590888,-1.1864451,2.7627217
-2.8290906,-1.1867138,2.7802355
-2.7990876,-1.1868581,2.7975877
-2.7690964,-1.186904,2.8147814
-2.7391113,-1.1868763,2.8318196
-2.7091208,-1.1868005,2.8487052
-2.6791258,-1.1867027,2.8654411
-2.6491274,-1.1866071,2.8820301
-2.6191261,-1.1865299,2.8984748
-2.5891416,-1.1864736,2.9147779
-2.5591526,-1.1864359,2.9309417
-2.5291595,-1.1864136,2.9469688
-2.4991631,-1.1864038,2.9628616
-2.469164,-1.1864037,2.9786223
-2.4391746,-1.1864107,2.9942531
-2.4091848,-1.1864223,3.0097562
-2.3791915,-1.1864361,3.0251337
-2.3491964,-1.1864499,3.0403877
-2.3191995,-1.1864617,3.0555201
-2.2892076,-1.1864696,3.0705329
-2.2592105,-1.1864707,3.085428
-2.2292129,-1.1864669,3.1002071
-2.1992202,-1.1864612,3.1148721
-2.1692324,-1.1864552,3.1294247
-2.1392354,-1.1864496,3.1438666
-2.1092351,-1.1864451,3.1581994
-2.0792384,-1.186443,3.1724248
-2.0492472,-1.1864446,3.1865443
-2.0192636,-1.1864516,3.2005595
-1.9892699,-1.1864662,3.2144718
-1.9592646,-1.186491,3.2282826
-1.9292646,-1.186529,3.2419935
-1.8992715,-1.1865837,3.2556058
-1.8692862,-1.1866593,3.2691208
-1.8393092,-1.1867589,3.2825399
-1.809308,-1.1868791,3.2958643
-1.779301,-1.1870019,3.2912607
-1.7492998,-1.1871034,3.246286
-1.7193045,-1.1871597,3.203143
-1.6893152,-1.1871475,3.1617531
-1.659332,-1.1870441,3.1223213
-1.6293548,-1.1868238,3.0854855
-1.5993703,-1.1864553,3.0512591
-1.5693664,-1.1859063,3.0193974
-1.5393709,-1.1851468,2.9896771
-1.5093859,-1.1841484,2.9618606
-1.4794137,-1.1828854,2.9356919
-1.4494573,-1.1813343,2.910892
-1.4195201,-1.1794748,2.8871539
-1.3896059,-1.1772893,2.8641384
-1.359719,-1.1747642,2.8414685
-1.329864,-1.1718893,2.8187278
-1.3000455,-1.1686592,2.7958094
-1.2702687,-1.1650729,2.7723674
-1.2405379,-1.1611345,2.7479114
-1.2108569,-1.1568538,2.7219123
-1.1812345,-1.1522471,2.6936472
-1.1516678,-1.1473196,2.665279
-1.1221555,-1.142053,2.6374405
-1.0926952,-1.1364276,2.6106776
-1.0633043,-1.1304252,2.5850219
-1.0340028,-1.1240262,2.5607243
-1.0047996,-1.1172066,2.5379615
-0.9757054,-1.1099404,2.516916
-0.9467324,-1.1021999,2.4977505
-0.9178953,-1.0939562,2.4806104
-0.8892179,-1.0851816,2.4656485
-0.8607211,-1.0758473,2.4529917
-0.8324235,-1.0659228,2.4426841
-0.8043483,-1.0553799,2.4343584
-0.7765194,-1.0441963,2.4276273
-0.7489607,-1.0323557,2.4225767
-0.7216978,-1.0198435,2.4189519
-0.6947552,-1.0066514,2.4153216
-0.6681611,-0.9927939,2.4120886
-0.6419202,-0.978283,2.4097301
-0.616042,-0.9631311,2.4079835
-0.5905405,-0.9473503,2.4066154
-0.5654302,-0.9309517,2.4054485
-0.5407252,-0.9139466,2.4044892
-0.5164388,-0.8963475,2.4038158
-0.4925845,-0.878166,2.4033018
-0.4691766,-0.8594127,2.4027878
-0.4462301,-0.8400972,2.4021606
-0.4237596,-0.8202299,2.4014381
-0.4017798,-0.7998211,2.4006067
-0.3803058,-0.7788809,2.3995645
-0.3593524,-0.7574202,2.3983464
-0.3389294,-0.7354544,2.3975049
-0.3190437,-0.7130012,2.3973016
-0.2997012,-0.6900785,2.3976797
-0.2809082,-0.6667033,2.3985467
-0.2626707,-0.6428923,2.399826
-0.2449945,-0.6186618,2.4014551
-0.2278854,-0.5940276,2.4033846
-0.2113488,-0.5690055,2.4055774
-0.1953899,-0.5436113,2.4080069
-0.1800133,-0.5178603,2.410657
-0.1652233,-0.491768,2.4135206
-0.1510235,-0.4653499,2.4165993
-0.1374169,-0.4386215,2.4199025
-0.1244058,-0.4115982,2.4234466
-0.1119916,-0.3842956,2.4272545
-0.1001749,-0.3567292,2.4313549
-0.0889553,-0.3289144,2.4357812
-0.0783314,-0.3008667,2.4405716
-0.0683007,-0.2726016,2.4457674
-0.0588594,-0.2441341,2.4514131
-0.0500027,-0.2154793,2.4575553
-0.0417247,-0.1866521,2.464242
-0.034018,-0.1576669,2.4715222
-0.0268741,-0.1285379,2.4794449
-0.0202834,-0.0992788,2.4880589
-0.0142349,-0.0699029,2.4974118
-0.0087166,-0.0404227,2.507551
-0.0037154,-0.0108505,2.5185158
0.0007832,0.0188024,2.5303731
0.0047942,0.0485251,2.5430534
