# x_m,y_m,w_tr_right_m,w_tr_left_m
16.88258064516129,8.937096774193549,0.22,0.22
16.857741935483872,8.953225806451613,0.22,0.22
16.831935483870968,8.968709677419353,0.22,0.22
16.806129032258063,8.983870967741936,0.22,0.22
16.779354838709676,8.998709677419354,0.22,0.22
16.75225806451613,9.01290322580645,0.22,0.22
16.72483870967742,9.026774193548386,0.22,0.22
16.69677419354839,9.04,0.22,0.22
16.668709677419354,9.053225806451612,0.22,0.22
16.64,9.066129032258065,0.22,0.22
16.611290322580647,9.078387096774192,0.22,0.22
16.581935483870968,9.09032258064516,0.22,0.22
16.55258064516129,9.10225806451613,0.22,0.22
16.523225806451613,9.113548387096774,0.22,0.22
16.493548387096773,9.12483870967742,0.22,0.22
16.463548387096775,9.135806451612902,0.22,0.22
16.433548387096774,9.146451612903226,0.22,0.22
16.403225806451612,9.156774193548388,0.22,0.22
16.37290322580645,9.166774193548388,0.22,0.22
16.34258064516129,9.176774193548388,0.22,0.22
16.31193548387097,9.186451612903223,0.22,0.22
16.281612903225806,9.195806451612905,0.22,0.22
16.250967741935483,9.20516129032258,0.22,0.22
16.22,9.214193548387096,0.22,0.22
16.18935483870968,9.222903225806451,0.22,0.22
16.158387096774195,9.231290322580646,0.22,0.22
16.12741935483871,9.23967741935484,0.22,0.22
16.096451612903227,9.247741935483871,0.22,0.22
16.065161290322582,9.255806451612903,0.22,0.22
16.034193548387098,9.263548387096774,0.22,0.22
16.002903225806453,9.270967741935484,0.22,0.22
15.971612903225807,9.278387096774193,0.22,0.22
15.94032258064516,9.285483870967743,0.22,0.22
15.908709677419356,9.29258064516129,0.22,0.22
15.87741935483871,9.299354838709675,0.22,0.22
15.845806451612903,9.306129032258063,0.22,0.22
15.814516129032258,9.31258064516129,0.22,0.22
15.782903225806452,9.319032258064516,0.22,0.22
15.751290322580646,9.32516129032258,0.22,0.22
15.71967741935484,9.331290322580644,0.22,0.22
15.68774193548387,9.337096774193547,0.22,0.22
15.656129032258065,9.34290322580645,0.22,0.22
15.62451612903226,9.348709677419356,0.22,0.22
15.59258064516129,9.354193548387098,0.22,0.22
15.560645161290322,9.359354838709676,0.22,0.22
15.529032258064516,9.36451612903226,0.22,0.22
15.49709677419355,9.369677419354838,0.22,0.22
15.46516129032258,9.37483870967742,0.22,0.22
15.433225806451611,9.379677419354838,0.22,0.22
15.401290322580644,9.384516129032258,0.22,0.22
15.369354838709675,9.389032258064516,0.22,0.22
15.337419354838708,9.393548387096772,0.22,0.22
15.305483870967745,9.39806451612903,0.22,0.22
15.273548387096774,9.402258064516127,0.22,0.22
15.241612903225809,9.406451612903227,0.22,0.22
15.209677419354838,9.410645161290324,0.22,0.22
15.177741935483873,9.41451612903226,0.22,0.22
15.14548387096774,9.418387096774197,0.22,0.22
15.113548387096774,9.422258064516129,0.22,0.22
15.081612903225803,9.425806451612903,0.22,0.22
15.04967741935484,9.429354838709678,0.22,0.22
15.01774193548387,9.432580645161291,0.22,0.22
14.985483870967744,9.436129032258064,0.22,0.22
14.953548387096774,9.439354838709678,0.22,0.22
14.921612903225808,9.442258064516128,0.22,0.22
14.889354838709677,9.44516129032258,0.22,0.22
14.85741935483871,9.448064516129032,0.22,0.22
14.82548387096774,9.450645161290325,0.22,0.22
14.793225806451613,9.453548387096774,0.22,0.22
14.761290322580646,9.455806451612904,0.22,0.22
14.729032258064516,9.458387096774192,0.22,0.22
14.697096774193549,9.46032258064516,0.22,0.22
14.66483870967742,9.462580645161289,0.22,0.22
14.632903225806452,9.464516129032257,0.22,0.22
14.600645161290323,9.466451612903224,0.22,0.22
14.568709677419356,9.468064516129033,0.22,0.22
14.536451612903226,9.46967741935484,0.22,0.22
14.504516129032258,9.471290322580646,0.22,0.22
14.47225806451613,9.47258064516129,0.22,0.22
14.44,9.473870967741936,0.22,0.22
14.408064516129032,9.475161290322582,0.22,0.22
14.375806451612902,9.476129032258063,0.22,0.22
14.343548387096773,9.47709677419355,0.22,0.22
14.311290322580644,9.477741935483872,0.22,0.22
14.279354838709676,9.478387096774194,0.22,0.22
14.24709677419355,9.479032258064516,0.22,0.22
14.21483870967742,9.479354838709678,0.22,0.22
14.182580645161291,9.47967741935484,0.22,0.22
14.15032258064516,9.48,0.22,0.22
14.118064516129031,9.48,0.22,0.22
14.086129032258064,9.48,0.22,0.22
14.053870967741936,9.48,0.22,0.22
14.021612903225806,9.47967741935484,0.22,0.22
13.989354838709678,9.479354838709678,0.22,0.22
13.957096774193548,9.478709677419356,0.22,0.22
13.92483870967742,9.478387096774194,0.22,0.22
13.89258064516129,9.477741935483872,0.22,0.22
13.860645161290323,9.476774193548389,0.22,0.22
13.828387096774192,9.475806451612904,0.22,0.22
13.796129032258063,9.47483870967742,0.22,0.22
13.763870967741935,9.473870967741936,0.22,0.22
13.731612903225807,9.47258064516129,0.22,0.22
13.699677419354838,9.471290322580646,0.22,0.22
13.66741935483871,9.46967741935484,0.22,0.22
13.63516129032258,9.468387096774192,0.22,0.22
13.602903225806452,9.466451612903224,0.22,0.22
13.570967741935483,9.46483870967742,0.22,0.22
13.538709677419355,9.462903225806452,0.22,0.22
13.506774193548386,9.460967741935484,0.22,0.22
13.474516129032258,9.458709677419357,0.22,0.22
13.442258064516128,9.456451612903225,0.22,0.22
13.410322580645165,9.454193548387096,0.22,0.22
13.378064516129031,9.451612903225806,0.22,0.22
13.346129032258066,9.449032258064516,0.22,0.22
13.313870967741936,9.446129032258064,0.22,0.22
13.281935483870967,9.443225806451611,0.22,0.22
13.25,9.44032258064516,0.22,0.22
13.21774193548387,9.43741935483871,0.22,0.22
13.185806451612905,9.434193548387096,0.22,0.22
13.153870967741934,9.430645161290323,0.22,0.22
13.121612903225806,9.427096774193547,0.22,0.22
13.089677419354835,9.423548387096774,0.22,0.22
13.057741935483872,9.42,0.22,0.22
13.025806451612905,9.416129032258064,0.22,0.22
12.993870967741936,9.411935483870968,0.22,0.22
12.961935483870969,9.408064516129032,0.22,0.22
12.93,9.403870967741934,0.22,0.22
12.89806451612903,9.399354838709677,0.22,0.22
12.866129032258064,9.39483870967742,0.22,0.22
12.834193548387097,9.390322580645162,0.22,0.22
12.80225806451613,9.385806451612902,0.22,0.22
12.770645161290322,9.380967741935484,0.22,0.22
12.738709677419354,9.376129032258063,0.22,0.22
12.706774193548387,9.370967741935484,0.22,0.22
12.67516129032258,9.365806451612904,0.22,0.22
12.643225806451612,9.360645161290323,0.22,0.22
12.611612903225806,9.35516129032258,0.22,0.22
12.58,9.34967741935484,0.22,0.22
12.548064516129031,9.344193548387098,0.22,0.22
