2.800000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.130495168499705549e+00
2.810000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.130495168499705549e+00
2.820000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.130495168499705549e+00
2.830000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,3.130495168499705549e+00
2.840000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,3.130495168499705549e+00
2.850000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,3.130495168499705549e+00
2.860000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,3.130495168499705549e+00
2.870000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,3.130495168499705549e+00
2.880000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,3.130495168499705549e+00
2.890000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,3.130495168499705549e+00
2.900000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.130495168499705549e+00
2.910000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00,3.130495168499705549e+00
2.920000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,3.130495168499705549e+00
2.930000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00,3.130495168499705549e+00
2.940000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,3.130495168499705549e+00
2.950000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00,3.130495168499705549e+00
2.960000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,3.130495168499705549e+00
2.970000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,1.700000000000000000e+01,0.000000000000000000e+00,3.130495168499705549e+00
2.980000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,1.800000000000000000e+01,0.000000000000000000e+00,3.130495168499705549e+00
2.990000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00,3.130495168499705549e+00
3.000000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,3.130495168499705549e+00
